Home,Away,Winner,Loser,WinProb
Orlando Magic,New Orleans Pelicans,New Orleans Pelicans,Orlando Magic,0.9992007098996428
Atlanta Hawks,Miami Heat,Miami Heat,Atlanta Hawks,0.780338240882517
Brooklyn Nets,Boston Celtics,Boston Celtics,Brooklyn Nets,0.5526453590254036
Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,Charlotte Hornets,0.7942160274870442
Houston Rockets,Los Angeles Clippers,Los Angeles Clippers,Houston Rockets,0.804106535920951
Oklahoma City Thunder,Washington Wizards,Washington Wizards,Oklahoma City Thunder,0.9994525223454362
Golden State Warriors,Denver Nuggets,Denver Nuggets,Golden State Warriors,0.7883383030898153
Portland Trail Blazers,Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,0.5168119021955347
Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,Dallas Mavericks,0.8640612679230981
Denver Nuggets,Houston Rockets,Houston Rockets,Denver Nuggets,0.6473450998841829
Utah Jazz,Minnesota Timberwolves,Utah Jazz,Minnesota Timberwolves,0.9644256389989191
New Orleans Pelicans,San Antonio Spurs,San Antonio Spurs,New Orleans Pelicans,0.9634447896153959
New York Knicks,Toronto Raptors,New York Knicks,Toronto Raptors,0.9968495880462613
Indiana Pacers,Detroit Pistons,Indiana Pacers,Detroit Pistons,0.8342146210453448
Milwaukee Bucks,Philadelphia 76ers,Philadelphia 76ers,Milwaukee Bucks,0.9600406317909007
Miami Heat,Chicago Bulls,Chicago Bulls,Miami Heat,0.7901835183260952
Charlotte Hornets,Boston Celtics,Boston Celtics,Charlotte Hornets,0.8199915486215745
Brooklyn Nets,Phoenix Suns,Brooklyn Nets,Phoenix Suns,0.6339649526172839
Portland Trail Blazers,Memphis Grizzlies,Memphis Grizzlies,Portland Trail Blazers,0.5179744189765707
Washington Wizards,Cleveland Cavaliers,Cleveland Cavaliers,Washington Wizards,0.9480975271055333
Atlanta Hawks,Milwaukee Bucks,Milwaukee Bucks,Atlanta Hawks,0.9821756511177647
Orlando Magic,Indiana Pacers,Indiana Pacers,Orlando Magic,0.8829000504208019
Golden State Warriors,Sacramento Kings,Sacramento Kings,Golden State Warriors,0.9462174115970892
Minnesota Timberwolves,Utah Jazz,Utah Jazz,Minnesota Timberwolves,0.6281236865654418
Sacramento Kings,Dallas Mavericks,Dallas Mavericks,Sacramento Kings,0.9474101487482436
Denver Nuggets,Memphis Grizzlies,Memphis Grizzlies,Denver Nuggets,0.9129456868837129
New Orleans Pelicans,Los Angeles Clippers,Los Angeles Clippers,New Orleans Pelicans,0.9735444650018845
Toronto Raptors,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,0.9184400622600921
Miami Heat,Chicago Bulls,Chicago Bulls,Miami Heat,0.764611446857455
Washington Wizards,San Antonio Spurs,San Antonio Spurs,Washington Wizards,0.7408758731158598
Philadelphia 76ers,Oklahoma City Thunder,Philadelphia 76ers,Oklahoma City Thunder,0.6634407445961313
Orlando Magic,Los Angeles Lakers,Los Angeles Lakers,Orlando Magic,0.9911382164740042
Detroit Pistons,Atlanta Hawks,Atlanta Hawks,Detroit Pistons,0.9128043015409079
New York Knicks,Phoenix Suns,New York Knicks,Phoenix Suns,0.9183713124255815
Boston Celtics,Oklahoma City Thunder,Oklahoma City Thunder,Boston Celtics,0.5697709980007137
Charlotte Hornets,Milwaukee Bucks,Milwaukee Bucks,Charlotte Hornets,0.9918260790991712
Indiana Pacers,Portland Trail Blazers,Indiana Pacers,Portland Trail Blazers,0.9681695754530919
Toronto Raptors,Brooklyn Nets,Toronto Raptors,Brooklyn Nets,0.5429675728730358
Houston Rockets,Minnesota Timberwolves,Minnesota Timberwolves,Houston Rockets,0.9712911370281112
Golden State Warriors,Dallas Mavericks,Golden State Warriors,Dallas Mavericks,0.7707616313106418
Phoenix Suns,Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,0.9715701906757098
Sacramento Kings,Utah Jazz,Utah Jazz,Sacramento Kings,0.846530320781115
Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,Portland Trail Blazers,0.5001423525189678
Denver Nuggets,New Orleans Pelicans,New Orleans Pelicans,Denver Nuggets,0.9965642916030422
Miami Heat,San Antonio Spurs,Miami Heat,San Antonio Spurs,0.6913231654331908
New York Knicks,Chicago Bulls,New York Knicks,Chicago Bulls,0.95303738291716
Boston Celtics,Charlotte Hornets,Charlotte Hornets,Boston Celtics,0.6552521600469854
Philadelphia 76ers,Atlanta Hawks,Atlanta Hawks,Philadelphia 76ers,0.5551094380916687
Cleveland Cavaliers,Orlando Magic,Orlando Magic,Cleveland Cavaliers,0.8565331603195805
Washington Wizards,Los Angeles Lakers,Los Angeles Lakers,Washington Wizards,0.9947641545853211
Detroit Pistons,Dallas Mavericks,Dallas Mavericks,Detroit Pistons,0.5992931440077385
Indiana Pacers,Brooklyn Nets,Brooklyn Nets,Indiana Pacers,0.7634407693981937
Houston Rockets,Milwaukee Bucks,Milwaukee Bucks,Houston Rockets,0.9977260569799487
Minnesota Timberwolves,Golden State Warriors,Golden State Warriors,Minnesota Timberwolves,0.8918897234278315
Denver Nuggets,Toronto Raptors,Denver Nuggets,Toronto Raptors,0.9399632758730957
Oklahoma City Thunder,New Orleans Pelicans,New Orleans Pelicans,Oklahoma City Thunder,0.9998649369945407
Chicago Bulls,Milwaukee Bucks,Milwaukee Bucks,Chicago Bulls,0.97215623205167
Phoenix Suns,Utah Jazz,Phoenix Suns,Utah Jazz,0.9846135041204093
Memphis Grizzlies,Orlando Magic,Memphis Grizzlies,Orlando Magic,0.5415678109253944
Los Angeles Lakers,Sacramento Kings,Sacramento Kings,Los Angeles Lakers,0.9625992911942582
Cleveland Cavaliers,Washington Wizards,Washington Wizards,Cleveland Cavaliers,0.9991997110735221
Boston Celtics,San Antonio Spurs,Boston Celtics,San Antonio Spurs,0.8115999683461402
Philadelphia 76ers,Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,0.5012164247405362
Brooklyn Nets,Portland Trail Blazers,Brooklyn Nets,Portland Trail Blazers,0.9086582443906397
Utah Jazz,Toronto Raptors,Utah Jazz,Toronto Raptors,0.999322150622914
Orlando Magic,Memphis Grizzlies,Memphis Grizzlies,Orlando Magic,0.9713819757269837
Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,Denver Nuggets,0.5630751520728301
Dallas Mavericks,Washington Wizards,Washington Wizards,Dallas Mavericks,0.935831657864723
Oklahoma City Thunder,Indiana Pacers,Indiana Pacers,Oklahoma City Thunder,0.9819934794988331
Charlotte Hornets,Detroit Pistons,Detroit Pistons,Charlotte Hornets,0.7735124107164325
Cleveland Cavaliers,Miami Heat,Miami Heat,Cleveland Cavaliers,0.9929011452071144
Atlanta Hawks,Chicago Bulls,Chicago Bulls,Atlanta Hawks,0.5620438534877181
Houston Rockets,Golden State Warriors,Golden State Warriors,Houston Rockets,0.914574100217297
Minnesota Timberwolves,New Orleans Pelicans,New Orleans Pelicans,Minnesota Timberwolves,0.9990074124020768
Milwaukee Bucks,Brooklyn Nets,Brooklyn Nets,Milwaukee Bucks,0.9734236841255188
Boston Celtics,Portland Trail Blazers,Boston Celtics,Portland Trail Blazers,0.8018931703554367
Charlotte Hornets,Miami Heat,Miami Heat,Charlotte Hornets,0.8951021672362913
Dallas Mavericks,Sacramento Kings,Sacramento Kings,Dallas Mavericks,0.9426900808582805
Houston Rockets,New York Knicks,Houston Rockets,New York Knicks,0.7099974518580617
Oklahoma City Thunder,Phoenix Suns,Phoenix Suns,Oklahoma City Thunder,0.9864833160539004
San Antonio Spurs,Philadelphia 76ers,Philadelphia 76ers,San Antonio Spurs,0.6568456030981493
Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,Toronto Raptors,0.9530083693884511
Utah Jazz,San Antonio Spurs,Utah Jazz,San Antonio Spurs,0.9961970536885588
Los Angeles Lakers,Denver Nuggets,Denver Nuggets,Los Angeles Lakers,0.9399684022664931
Memphis Grizzlies,New York Knicks,Memphis Grizzlies,New York Knicks,0.8184382181112144
Chicago Bulls,Philadelphia 76ers,Philadelphia 76ers,Chicago Bulls,0.8048778465941404
Washington Wizards,Indiana Pacers,Indiana Pacers,Washington Wizards,0.9128382656549165
New Orleans Pelicans,Golden State Warriors,Golden State Warriors,New Orleans Pelicans,0.9849553028593553
Detroit Pistons,Orlando Magic,Detroit Pistons,Orlando Magic,0.7409775603967523
Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,0.7638193598320487
Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,Toronto Raptors,0.9969188869832123
Cleveland Cavaliers,Phoenix Suns,Phoenix Suns,Cleveland Cavaliers,0.9782739754595924
Detroit Pistons,Charlotte Hornets,Charlotte Hornets,Detroit Pistons,0.8031942173946232
Milwaukee Bucks,Brooklyn Nets,Brooklyn Nets,Milwaukee Bucks,0.9700842421384606
Miami Heat,Dallas Mavericks,Dallas Mavericks,Miami Heat,0.7210228155559659
New Orleans Pelicans,Golden State Warriors,Golden State Warriors,New Orleans Pelicans,0.9827470571809556
Oklahoma City Thunder,Sacramento Kings,Sacramento Kings,Oklahoma City Thunder,0.9991947191446713
Denver Nuggets,New York Knicks,Denver Nuggets,New York Knicks,0.92280292834067
Minnesota Timberwolves,Memphis Grizzlies,Memphis Grizzlies,Minnesota Timberwolves,0.9667763316412804
Utah Jazz,San Antonio Spurs,Utah Jazz,San Antonio Spurs,0.9958528078424541
Milwaukee Bucks,Washington Wizards,Washington Wizards,Milwaukee Bucks,0.9920392132816108
Orlando Magic,Boston Celtics,Boston Celtics,Orlando Magic,0.9538824486862242
Houston Rockets,Philadelphia 76ers,Philadelphia 76ers,Houston Rockets,0.9748750730429823
Atlanta Hawks,Phoenix Suns,Atlanta Hawks,Phoenix Suns,0.5492260030838204
Cleveland Cavaliers,Portland Trail Blazers,Portland Trail Blazers,Cleveland Cavaliers,0.9487334553482292
Indiana Pacers,Sacramento Kings,Sacramento Kings,Indiana Pacers,0.8037670226069575
Charlotte Hornets,Chicago Bulls,Chicago Bulls,Charlotte Hornets,0.7760600626708203
Dallas Mavericks,Brooklyn Nets,Brooklyn Nets,Dallas Mavericks,0.7640503111170566
Toronto Raptors,Washington Wizards,Washington Wizards,Toronto Raptors,0.6301712810979885
Detroit Pistons,Memphis Grizzlies,Memphis Grizzlies,Detroit Pistons,0.8389067342322831
Indiana Pacers,Atlanta Hawks,Indiana Pacers,Atlanta Hawks,0.6139892897334485
Golden State Warriors,Oklahoma City Thunder,Golden State Warriors,Oklahoma City Thunder,0.6573924948779597
Los Angeles Clippers,Los Angeles Lakers,Los Angeles Clippers,Los Angeles Lakers,0.5997664228049514
Sacramento Kings,San Antonio Spurs,San Antonio Spurs,Sacramento Kings,0.8875846683583544
Portland Trail Blazers,Los Angeles Lakers,Los Angeles Lakers,Portland Trail Blazers,0.8163786340268178
Phoenix Suns,New York Knicks,Phoenix Suns,New York Knicks,0.9924168006813254
Utah Jazz,Denver Nuggets,Utah Jazz,Denver Nuggets,0.8911483048572271
Dallas Mavericks,Cleveland Cavaliers,Cleveland Cavaliers,Dallas Mavericks,0.7971922636593598
Milwaukee Bucks,Houston Rockets,Houston Rockets,Milwaukee Bucks,0.9135581004616258
Miami Heat,Minnesota Timberwolves,Minnesota Timberwolves,Miami Heat,0.9164808614386739
Charlotte Hornets,Orlando Magic,Charlotte Hornets,Orlando Magic,0.6001295501786179
Chicago Bulls,Boston Celtics,Boston Celtics,Chicago Bulls,0.6809848144751421
Philadelphia 76ers,New Orleans Pelicans,New Orleans Pelicans,Philadelphia 76ers,0.9768039348560998
Indiana Pacers,Washington Wizards,Washington Wizards,Indiana Pacers,0.7369142014739396
Philadelphia 76ers,Detroit Pistons,Philadelphia 76ers,Detroit Pistons,0.6503792551092681
Toronto Raptors,Memphis Grizzlies,Toronto Raptors,Memphis Grizzlies,0.7816580728788355
Denver Nuggets,Brooklyn Nets,Brooklyn Nets,Denver Nuggets,0.8570686072007988
Golden State Warriors,Oklahoma City Thunder,Golden State Warriors,Oklahoma City Thunder,0.6455407932134483
Portland Trail Blazers,San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,0.9472407441150782
Utah Jazz,Houston Rockets,Utah Jazz,Houston Rockets,0.9911321610412231
Sacramento Kings,Oklahoma City Thunder,Oklahoma City Thunder,Sacramento Kings,0.9796089914687309
Los Angeles Lakers,Phoenix Suns,Phoenix Suns,Los Angeles Lakers,0.5467894297683893
Detroit Pistons,Chicago Bulls,Chicago Bulls,Detroit Pistons,0.7665758819177995
Orlando Magic,Minnesota Timberwolves,Minnesota Timberwolves,Orlando Magic,0.9717586865728263
Cleveland Cavaliers,Dallas Mavericks,Dallas Mavericks,Cleveland Cavaliers,0.9869822130536512
Charlotte Hornets,New Orleans Pelicans,New Orleans Pelicans,Charlotte Hornets,0.9963543053371262
Los Angeles Clippers,New York Knicks,Los Angeles Clippers,New York Knicks,0.9974602315686338
Boston Celtics,Miami Heat,Miami Heat,Boston Celtics,0.7700344836567119
Atlanta Hawks,Washington Wizards,Washington Wizards,Atlanta Hawks,0.8352009432976922
Cleveland Cavaliers,Indiana Pacers,Indiana Pacers,Cleveland Cavaliers,0.984279557292688
Memphis Grizzlies,New Orleans Pelicans,New Orleans Pelicans,Memphis Grizzlies,0.9971109642769397
San Antonio Spurs,Milwaukee Bucks,Milwaukee Bucks,San Antonio Spurs,0.9802698369735597
Golden State Warriors,Utah Jazz,Golden State Warriors,Utah Jazz,0.9812196688435595
Portland Trail Blazers,Houston Rockets,Portland Trail Blazers,Houston Rockets,0.8550091897391534
Sacramento Kings,Oklahoma City Thunder,Oklahoma City Thunder,Sacramento Kings,0.9745647955972895
Los Angeles Lakers,New York Knicks,Los Angeles Lakers,New York Knicks,0.8956647865903529
Golden State Warriors,Phoenix Suns,Golden State Warriors,Phoenix Suns,0.8361661282991901
Milwaukee Bucks,Orlando Magic,Orlando Magic,Milwaukee Bucks,0.686396189232923
Memphis Grizzlies,Dallas Mavericks,Dallas Mavericks,Memphis Grizzlies,0.8841396168904286
Indiana Pacers,Philadelphia 76ers,Philadelphia 76ers,Indiana Pacers,0.5831761575072465
Chicago Bulls,Brooklyn Nets,Brooklyn Nets,Chicago Bulls,0.7664544212710938
Toronto Raptors,Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,0.9877877782293429
Boston Celtics,Miami Heat,Miami Heat,Boston Celtics,0.7361015620202609
Detroit Pistons,Minnesota Timberwolves,Minnesota Timberwolves,Detroit Pistons,0.8925752122315093
Charlotte Hornets,Denver Nuggets,Denver Nuggets,Charlotte Hornets,0.9836581093524679
Atlanta Hawks,Washington Wizards,Washington Wizards,Atlanta Hawks,0.8151373956962764
Brooklyn Nets,San Antonio Spurs,Brooklyn Nets,San Antonio Spurs,0.8786084393932914
Cleveland Cavaliers,Boston Celtics,Boston Celtics,Cleveland Cavaliers,0.9940276502949985
Dallas Mavericks,New Orleans Pelicans,New Orleans Pelicans,Dallas Mavericks,0.9752479867856924
Utah Jazz,Portland Trail Blazers,Utah Jazz,Portland Trail Blazers,0.9978322239620274
Los Angeles Lakers,Houston Rockets,Houston Rockets,Los Angeles Lakers,0.594138369136521
Minnesota Timberwolves,Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,0.9920869295994535
Memphis Grizzlies,Sacramento Kings,Sacramento Kings,Memphis Grizzlies,0.9958706650507063
Chicago Bulls,Toronto Raptors,Chicago Bulls,Toronto Raptors,0.9266326853067604
New York Knicks,San Antonio Spurs,New York Knicks,San Antonio Spurs,0.9417964258420394
Phoenix Suns,Portland Trail Blazers,Phoenix Suns,Portland Trail Blazers,0.9762878130979986
Atlanta Hawks,Orlando Magic,Atlanta Hawks,Orlando Magic,0.8531259114149888
Charlotte Hornets,Los Angeles Clippers,Charlotte Hornets,Los Angeles Clippers,0.664051420394772
Miami Heat,Philadelphia 76ers,Philadelphia 76ers,Miami Heat,0.8698583186202731
Indiana Pacers,Milwaukee Bucks,Milwaukee Bucks,Indiana Pacers,0.9761532372627376
Washington Wizards,Cleveland Cavaliers,Cleveland Cavaliers,Washington Wizards,0.9711919682371994
Detroit Pistons,Denver Nuggets,Denver Nuggets,Detroit Pistons,0.9785907713702265
Oklahoma City Thunder,Utah Jazz,Utah Jazz,Oklahoma City Thunder,0.8197696350344128
Philadelphia 76ers,Orlando Magic,Philadelphia 76ers,Orlando Magic,0.9501643969394211
Dallas Mavericks,Toronto Raptors,Dallas Mavericks,Toronto Raptors,0.9253981283637458
Houston Rockets,Los Angeles Clippers,Los Angeles Clippers,Houston Rockets,0.6851162426826622
Memphis Grizzlies,Sacramento Kings,Sacramento Kings,Memphis Grizzlies,0.9951861638957067
Golden State Warriors,New Orleans Pelicans,New Orleans Pelicans,Golden State Warriors,0.8848117462177497
Milwaukee Bucks,Miami Heat,Miami Heat,Milwaukee Bucks,0.9531187849904488
San Antonio Spurs,Phoenix Suns,San Antonio Spurs,Phoenix Suns,0.5296192646960257
Minnesota Timberwolves,Boston Celtics,Boston Celtics,Minnesota Timberwolves,0.9586878455217765
Indiana Pacers,Los Angeles Lakers,Los Angeles Lakers,Indiana Pacers,0.9483446776032023
Brooklyn Nets,Chicago Bulls,Brooklyn Nets,Chicago Bulls,0.8357033162581562
New York Knicks,Charlotte Hornets,New York Knicks,Charlotte Hornets,0.8870243344291114
Chicago Bulls,Milwaukee Bucks,Milwaukee Bucks,Chicago Bulls,0.9906236131444319
Sacramento Kings,Utah Jazz,Utah Jazz,Sacramento Kings,0.685350770353456
Portland Trail Blazers,Denver Nuggets,Denver Nuggets,Portland Trail Blazers,0.6602044712577018
Oklahoma City Thunder,Los Angeles Clippers,Los Angeles Clippers,Oklahoma City Thunder,0.9140574023948856
New Orleans Pelicans,Los Angeles Lakers,Los Angeles Lakers,New Orleans Pelicans,0.9994537525924028
Minnesota Timberwolves,Dallas Mavericks,Dallas Mavericks,Minnesota Timberwolves,0.9075726933046883
Detroit Pistons,Miami Heat,Miami Heat,Detroit Pistons,0.8679208174752846
Toronto Raptors,Indiana Pacers,Toronto Raptors,Indiana Pacers,0.7180251882905255
Brooklyn Nets,Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,0.5358083075018384
Atlanta Hawks,Houston Rockets,Atlanta Hawks,Houston Rockets,0.5144153122708559
Golden State Warriors,Memphis Grizzlies,Memphis Grizzlies,Golden State Warriors,0.6691684177525805
San Antonio Spurs,Phoenix Suns,Phoenix Suns,San Antonio Spurs,0.524701530607959
Washington Wizards,Charlotte Hornets,Charlotte Hornets,Washington Wizards,0.9290993612965293
New York Knicks,Boston Celtics,New York Knicks,Boston Celtics,0.8529043345838138
Philadelphia 76ers,Orlando Magic,Philadelphia 76ers,Orlando Magic,0.9493339784818758
Boston Celtics,Washington Wizards,Washington Wizards,Boston Celtics,0.9019953854949088
Indiana Pacers,Charlotte Hornets,Indiana Pacers,Charlotte Hornets,0.5655339085271479
Los Angeles Lakers,Golden State Warriors,Los Angeles Lakers,Golden State Warriors,0.7622380014409543
Memphis Grizzlies,San Antonio Spurs,San Antonio Spurs,Memphis Grizzlies,0.8121281621386596
Washington Wizards,Indiana Pacers,Indiana Pacers,Washington Wizards,0.9581823507143415
Golden State Warriors,Memphis Grizzlies,Memphis Grizzlies,Golden State Warriors,0.7252094576092554
